0,1.005401166,0,177482.6482,0,176529.1849,0
4.76520136,0.9962804111,-0.0009193293421,303160.8408,-590380.7709,304839.2396,-592303.6493
9.53040272,0.9951528545,0.0003309462365,-386575.6202,-366106.0988,-388580.8369,-367760.086
14.29560408,0.9945734192,0.0006389048803,-484477.094,276773.0138,-486941.5253,278595.9466
19.06080544,0.9946219164,0.0002410754597,15924.35583,551572.4665,16144.87294,554550.996
23.8260068,0.9945898776,0.0001525869757,426285.4678,174519.6262,428631.1792,175403.1753
28.59120816,0.9941621568,-0.0006233575644,249545.797,-328226.9865,251218.0748,-329996.8577
33.35640952,0.9937746758,-0.000590242245,-223334.5814,-336249.9283,-224532.5786,-338489.6648
38.12161088,0.9938317772,-0.001096270245,-360072.5352,89248.68628,-362405.9455,89402.84811
42.88681224,0.9931426371,-0.0009832222121,-19276.93164,356209.3187,-19765.10003,358649.2734
47.6520136,0.9936321488,-0.001160549753,316702.0888,143433.114,318562.6887,144724.4054
52.41721496,0.99378382,-0.001349308727,215456.5677,-223553.5433,217109.2899,-224657.1048
57.18241632,0.9929210098,-0.001444744219,-156562.7681,-252775.9588,-157308.2205,-254807.0052
61.94761768,0.9929952485,-0.002142503565,-299864.2812,65663.98333,-302120.8438,65475.32674
66.71281904,0.9931249387,-0.001446067162,-46349.52943,288739.0198,-47093.62832,290669.2884
71.4780204,0.9934167133,-0.002322004898,248182.1352,127456.8775,249525.5625,128884.7624
76.24322176,0.9938072821,-0.00244591208,201174.6321,-188028.3069,202892.6341,-188700.6191
81.00842312,0.994069415,-0.00255712842,-104032.9393,-238945.3459,-104034.5817,-240638.5028
85.77362448,0.9940362037,-0.00273808511,-255837.0049,29922.4223,-257452.8814,29392.78699
90.53882584,0.9936391632,-0.003605116157,-65275.83113,256863.0954,-66630.73611,258265.6697
95.3040272,0.9940015962,-0.002132419009,203472.3176,151118.766,204373.1019,152469.1466
100.0692286,0.9935341348,-0.002063217701,198005.0892,-139134.6437,199583.6483,-139625.6598
104.8344299,0.9946948396,-0.001606850286,-66468.94238,-236840.0934,-66438.64127,-238210.5958
